,id,textBook,grade,articleId,Page,sentenceId,sentence,mask_id,masked_Word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1007,351,NH,1,25,P108,7,Who’s that?,2,’s,[CLS],Who,[MASK],that,?,[SEP],,,,,,,,,,,,,,,,,,,,
1008,354,NH,1,25,P108,10,Who is he?,2,is,[CLS],Who,[MASK],he,?,[SEP],,,,,,,,,,,,,,,,,,,,
1009,355,NH,1,25,P108,11,He’s Benjamin Franklin.,2,’s,[CLS],He,[MASK],Benjamin,Franklin,.,[SEP],,,,,,,,,,,,,,,,,,,
1010,356,NH,1,25,P108,12,He’s one of the Founding Fathers of America.,2,’s,[CLS],He,[MASK],one,of,the,Founding,Fathers,of,America,.,[SEP],,,,,,,,,,,,,,
1011,359,NH,1,25,P110,15,"Oh, that’s OK.",4,’s,[CLS],Oh,",",that,[MASK],OK,.,[SEP],,,,,,,,,,,,,,,,,,
1012,370,NH,1,25,P110,26,It’s dangerous.,2,’s,[CLS],It,[MASK],dangerous,.,[SEP],,,,,,,,,,,,,,,,,,,,
1013,375,NH,1,26,P112,2,It’s hot.,2,’s,[CLS],It,[MASK],hot,.,[SEP],,,,,,,,,,,,,,,,,,,,
1014,379,NH,1,26,P112,6,I'm making tempura.,2,'m,[CLS],I,[MASK],making,tempura,.,[SEP],,,,,,,,,,,,,,,,,,,
1015,380,NH,1,26,P112,7,"Erika, dinner is ready.  ",4,is,[CLS],Erika,",",dinner,[MASK],ready,.,[SEP],,,,,,,,,,,,,,,,,,
1016,383,NH,1,26,P112,10,I'm coming.,2,'m,[CLS],I,[MASK],coming,.,[SEP],,,,,,,,,,,,,,,,,,,,
1017,398,NH,1,28,P118,7,We’re a great team.,2,’re,[CLS],We,[MASK],a,great,team,.,[SEP],,,,,,,,,,,,,,,,,,
1018,411,NH,1,29,P120,12,I’m so happy.,2,’m,[CLS],I,[MASK],so,happy,.,[SEP],,,,,,,,,,,,,,,,,,,
1019,416,NH,1,30,P122,3,I am in Shimane now.  ,2,am,[CLS],I,[MASK],in,Shimane,now,.,[SEP],,,,,,,,,,,,,,,,,,
1020,422,NH,1,30,P122,9,It is raining now and a little cold.  ,2,is,[CLS],It,[MASK],raining,now,and,a,little,cold,.,[SEP],,,,,,,,,,,,,,,
1021,423,NH,1,30,P122,10,But Matsue is a beautiful city.  ,3,is,[CLS],But,Matsue,[MASK],a,beautiful,city,.,[SEP],,,,,,,,,,,,,,,,,
1022,424,NH,1,30,P122,11,I am having a great time.,2,am,[CLS],I,[MASK],having,a,great,time,.,[SEP],,,,,,,,,,,,,,,,,
1023,434,NH,1,32,P128,4,"One hunter said, I’m hungry.  ",6,’m,[CLS],One,hunter,said,",",I,[MASK],hungry,.,[SEP],,,,,,,,,,,,,,,,
1024,443,NH,1,32,P129,14,"That’s strange, one hunter said.  ",2,’s,[CLS],That,[MASK],strange,",",one,hunter,said,.,[SEP],,,,,,,,,,,,,,,,
1025,444,NH,1,32,P129,15,We’re not making orders.  ,2,’re,[CLS],We,[MASK],not,making,orders,.,[SEP],,,,,,,,,,,,,,,,,,
1026,445,NH,1,32,P129,16,Those messages are orders from this restaurant! ,3,are,[CLS],Those,messages,[MASK],orders,from,this,restaurant,!,[SEP],,,,,,,,,,,,,,,,
1027,448,NH,1,32,P129,18,We’re the food!  ,2,’re,[CLS],We,[MASK],the,food,!,[SEP],,,,,,,,,,,,,,,,,,,
1028,450,NH,1,32,P129,20,Those eyes are watching us!,3,are,[CLS],Those,eyes,[MASK],watching,us,!,[SEP],,,,,,,,,,,,,,,,,,
1029,453,NH,1,32,P129,23,Where is the restaurant?  ,2,is,[CLS],Where,[MASK],the,restaurant,?,[SEP],,,,,,,,,,,,,,,,,,,
1030,454,NH,1,32,P129,24,It’s not there.  ,2,’s,[CLS],It,[MASK],not,there,.,[SEP],,,,,,,,,,,,,,,,,,,
1031,458,NH,2,1,P4,2,I'm Ando Saki.,2,'m,[CLS],I,[MASK],Ando,Saki,.,[SEP],,,,,,,,,,,,,,,,,,,
1032,460,NH,2,1,P4,4,This is a picture of a dinosaur museum.,2,is,[CLS],This,[MASK],a,picture,of,a,dinosaur,museum,.,[SEP],,,,,,,,,,,,,,,
1033,474,NH,2,2,P6,2,Midori stationery shop is having a sale.,4,is,[CLS],Midori,stationery,shop,[MASK],having,a,sale,.,[SEP],,,,,,,,,,,,,,,,
1034,475,NH,2,2,P6,3,This pen was 150 yen last week.,3,was,[CLS],This,pen,[MASK],150,yen,last,week,.,[SEP],,,,,,,,,,,,,,,,
1035,476,NH,2,2,P6,4,Now it's 100 yen.,3,'s,[CLS],Now,it,[MASK],100,yen,.,[SEP],,,,,,,,,,,,,,,,,,
1036,477,NH,2,2,P6,5,Five notebooks were 500 yen.,3,were,[CLS],Five,notebooks,[MASK],500,yen,.,[SEP],,,,,,,,,,,,,,,,,,
1037,478,NH,2,2,P6,6,Now they're 400 yen.,3,'re,[CLS],Now,they,[MASK],400,yen,.,[SEP],,,,,,,,,,,,,,,,,,
1038,480,NH,2,3,P8,1,"Are you ready, Deepa?",1,Are,[CLS],[MASK],you,ready,",",Deepa,?,[SEP],,,,,,,,,,,,,,,,,,
1039,485,NH,2,3,P8,6,What were you doing?,2,were,[CLS],What,[MASK],you,doing,?,[SEP],,,,,,,,,,,,,,,,,,,
1040,486,NH,2,3,P8,7,I was looking for my pencil case.,2,was,[CLS],I,[MASK],looking,for,my,pencil,case,.,[SEP],,,,,,,,,,,,,,,,
1041,488,NH,2,3,P8,9,It's nice.,2,'s,[CLS],It,[MASK],nice,.,[SEP],,,,,,,,,,,,,,,,,,,,
1042,493,NH,2,4,P10,3,I'm Judy Smith from the United States.,2,'m,[CLS],I,[MASK],Judy,Smith,from,the,United,States,.,[SEP],,,,,,,,,,,,,,,
1043,494,NH,2,4,P10,4,I'm in the seventh grade.,2,'m,[CLS],I,[MASK],in,the,seventh,grade,.,[SEP],,,,,,,,,,,,,,,,,
1044,496,NH,2,4,P10,6,Is it the same in Japan?,1,Is,[CLS],[MASK],it,the,same,in,Japan,?,[SEP],,,,,,,,,,,,,,,,,
1045,500,NH,2,4,P10,10,It was fun!,2,was,[CLS],It,[MASK],fun,!,[SEP],,,,,,,,,,,,,,,,,,,,
1046,502,NH,2,4,P12,12,I was surprised.,2,was,[CLS],I,[MASK],surprised,.,[SEP],,,,,,,,,,,,,,,,,,,,
1047,503,NH,2,4,P12,13,Your school is different from ours.,3,is,[CLS],Your,school,[MASK],different,from,ours,.,[SEP],,,,,,,,,,,,,,,,,
1048,509,NH,2,4,P12,19,I was sleeping then!,2,was,[CLS],I,[MASK],sleeping,then,!,[SEP],,,,,,,,,,,,,,,,,,,
1049,510,NH,2,4,P12,20,"Now you're sleeping, right?",3,'re,[CLS],Now,you,[MASK],sleeping,",",right,?,[SEP],,,,,,,,,,,,,,,,,
1050,511,NH,2,4,P12,21,"We live far away from each other, but we can be friends.",12,be,[CLS],We,live,far,away,from,each,other,",",but,we,can,[MASK],friends,.,[SEP],,,,,,,,,,
1051,517,NH,2,5,P16,5,It was exciting.,2,was,[CLS],It,[MASK],exciting,.,[SEP],,,,,,,,,,,,,,,,,,,,
1052,521,NH,2,5,P16,9,"Other people were fishing there, too.",3,were,[CLS],Other,people,[MASK],fishing,there,",",too,.,[SEP],,,,,,,,,,,,,,,,
1053,525,NH,2,6,P18,2,What are your plans for the holidays?,2,are,[CLS],What,[MASK],your,plans,for,the,holidays,?,[SEP],,,,,,,,,,,,,,,,
1054,526,NH,2,6,P18,3,I'm going to visit the U.K. next week.,2,'m,[CLS],I,[MASK],going,to,visit,the,U.K.,next,week,.,[SEP],,,,,,,,,,,,,,
1055,527,NH,2,6,P18,4,My sister and I are going to see many things.,5,are,[CLS],My,sister,and,I,[MASK],going,to,see,many,things,.,[SEP],,,,,,,,,,,,,
1056,531,NH,2,6,P20,8,Here you are.,3,are,[CLS],Here,you,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,,
1057,532,NH,2,6,P20,9,What's the purpose of your visit?,2,'s,[CLS],What,[MASK],the,purpose,of,your,visit,?,[SEP],,,,,,,,,,,,,,,,
1058,534,NH,2,6,P20,11,How long are you going to stay?,3,are,[CLS],How,long,[MASK],you,going,to,stay,?,[SEP],,,,,,,,,,,,,,,,
1059,536,NH,2,6,P20,13,Where are you going to stay?,2,are,[CLS],Where,[MASK],you,going,to,stay,?,[SEP],,,,,,,,,,,,,,,,,
1060,542,NH,2,6,P22,19,It's about 150 years old.,2,'s,[CLS],It,[MASK],about,150,years,old,.,[SEP],,,,,,,,,,,,,,,,,
1061,545,NH,2,6,P22,22,He was a very big man.,2,was,[CLS],He,[MASK],a,very,big,man,.,[SEP],,,,,,,,,,,,,,,,,
1062,546,NH,2,6,P22,23,"Now, we're going to ride that big Ferris wheel.",4,'re,[CLS],Now,",",we,[MASK],going,to,ride,that,big,Ferris,wheel,.,[SEP],,,,,,,,,,,,
1063,547,NH,2,6,P22,24,It's about 20 years old.,2,'s,[CLS],It,[MASK],about,20,years,old,.,[SEP],,,,,,,,,,,,,,,,,
1064,549,NH,2,6,P22,26,It's 135 meters tall.,2,'s,[CLS],It,[MASK],135,meters,tall,.,[SEP],,,,,,,,,,,,,,,,,,
1065,552,NH,2,6,P22,29,It's really interesting.,2,'s,[CLS],It,[MASK],really,interesting,.,[SEP],,,,,,,,,,,,,,,,,,,
1066,553,NH,2,6,P24,30,Emi and I are at Oxford University now.,4,are,[CLS],Emi,and,I,[MASK],at,Oxford,University,now,.,[SEP],,,,,,,,,,,,,,,
1067,556,NH,2,6,P24,33,This is the dining hall.,2,is,[CLS],This,[MASK],the,dining,hall,.,[SEP],,,,,,,,,,,,,,,,,,
1068,560,NH,2,6,P24,37,Now I'm looking at the real thing.,3,'m,[CLS],Now,I,[MASK],looking,at,the,real,thing,.,[SEP],,,,,,,,,,,,,,,
1069,561,NH,2,6,P24,38,It's amazing.,2,'s,[CLS],It,[MASK],amazing,.,[SEP],,,,,,,,,,,,,,,,,,,,
1070,563,NH,2,6,P24,40,The world is full of interesting places.,3,is,[CLS],The,world,[MASK],full,of,interesting,places,.,[SEP],,,,,,,,,,,,,,,,
1071,576,NH,2,8,P32,5,I’m here to learn about jobs in restaurants.,2,’m,[CLS],I,[MASK],here,to,learn,about,jobs,in,restaurants,.,[SEP],,,,,,,,,,,,,,
1072,579,NH,2,8,P34,8,I want to be a chef.,4,be,[CLS],I,want,to,[MASK],a,chef,.,[SEP],,,,,,,,,,,,,,,,,
1073,581,NH,2,8,P34,10,How was it?,2,was,[CLS],How,[MASK],it,?,[SEP],,,,,,,,,,,,,,,,,,,,
1074,582,NH,2,8,P34,11,"It was interesting, but I got tired.",2,was,[CLS],It,[MASK],interesting,",",but,I,got,tired,.,[SEP],,,,,,,,,,,,,,,
1075,586,NH,2,8,P34,15,I want to be a journalist.,4,be,[CLS],I,want,to,[MASK],a,journalist,.,[SEP],,,,,,,,,,,,,,,,,
1076,593,NH,2,9,P36,5,Newspapers are important to people everywhere.,2,are,[CLS],Newspapers,[MASK],important,to,people,everywhere,.,[SEP],,,,,,,,,,,,,,,,,
1077,607,NH,2,9,P38,19,It’s all about your heart.,2,’s,[CLS],It,[MASK],all,about,your,heart,.,[SEP],,,,,,,,,,,,,,,,,
1078,609,NH,2,9,P38,21,"To play abroad is not easy, but I really want to try.",4,is,[CLS],To,play,abroad,[MASK],not,easy,",",but,I,really,want,to,try,.,[SEP],,,,,,,,,,
1079,613,NH,2,10,P42,4,"I’m going to invite our teachers, too.",2,’m,[CLS],I,[MASK],going,to,invite,our,teachers,",",too,.,[SEP],,,,,,,,,,,,,,
1080,619,NH,2,10,P42,10,I’m so happy.,2,’m,[CLS],I,[MASK],so,happy,.,[SEP],,,,,,,,,,,,,,,,,,,
1081,621,NH,2,10,P42,12,I’m free on Sunday.,2,’m,[CLS],I,[MASK],free,on,Sunday,.,[SEP],,,,,,,,,,,,,,,,,,
1082,624,NH,2,11,P46,1,I want to be a computer programmer.,4,be,[CLS],I,want,to,[MASK],a,computer,programmer,.,[SEP],,,,,,,,,,,,,,,,
1083,628,NH,2,11,P46,5,So the job is perfect for me.,4,is,[CLS],So,the,job,[MASK],perfect,for,me,.,[SEP],,,,,,,,,,,,,,,,
1084,629,NH,2,11,P46,6,"To be a good programmer, I study math, science, and English really hard.",2,be,[CLS],To,[MASK],a,good,programmer,",",I,study,math,",",science,",",and,English,really,hard,.,[SEP],,,,,,,
1085,631,NH,2,12,P48,2,I’m Kevin Parker.,2,’m,[CLS],I,[MASK],Kevin,Parker,.,[SEP],,,,,,,,,,,,,,,,,,,
1086,632,NH,2,12,P48,3,I’m from the United States.,2,’m,[CLS],I,[MASK],from,the,United,States,.,[SEP],,,,,,,,,,,,,,,,,
1087,633,NH,2,12,P48,4,I’m going to talk about my dream.,2,’m,[CLS],I,[MASK],going,to,talk,about,my,dream,.,[SEP],,,,,,,,,,,,,,,
1088,635,NH,2,12,P48,6,My favorite place is Yosemite National Park.,4,is,[CLS],My,favorite,place,[MASK],Yosemite,National,Park,.,[SEP],,,,,,,,,,,,,,,,
1089,636,NH,2,12,P48,7,It’s a World Heritage Site.,2,’s,[CLS],It,[MASK],a,World,Heritage,Site,.,[SEP],,,,,,,,,,,,,,,,,
1090,637,NH,2,12,P48,8,It’s famous for its very tall trees.,2,’s,[CLS],It,[MASK],famous,for,its,very,tall,trees,.,[SEP],,,,,,,,,,,,,,,
1091,640,NH,2,12,P48,11,So I want to be a park ranger there.,5,be,[CLS],So,I,want,to,[MASK],a,park,ranger,there,.,[SEP],,,,,,,,,,,,,,
1092,648,NH,2,13,P50,2,"Ben, her neighbor, was a good friend.",6,was,[CLS],Ben,",",her,neighbor,",",[MASK],a,good,friend,.,[SEP],,,,,,,,,,,,,,
1093,650,NH,2,13,P50,4,"Hey, that’s my cow.",4,’s,[CLS],Hey,",",that,[MASK],my,cow,.,[SEP],,,,,,,,,,,,,,,,,
1094,651,NH,2,13,P50,5,"No, that’s my cow.",4,’s,[CLS],No,",",that,[MASK],my,cow,.,[SEP],,,,,,,,,,,,,,,,,
1095,657,NH,2,13,P50,11,It’s mine.,2,’s,[CLS],It,[MASK],mine,.,[SEP],,,,,,,,,,,,,,,,,,,,
1096,658,NH,2,13,P50,12,What are you saying?,2,are,[CLS],What,[MASK],you,saying,?,[SEP],,,,,,,,,,,,,,,,,,,
1097,659,NH,2,13,P50,13,It’s my cow!,2,’s,[CLS],It,[MASK],my,cow,!,[SEP],,,,,,,,,,,,,,,,,,,
1098,664,NH,2,13,P51,18,Who are you?,2,are,[CLS],Who,[MASK],you,?,[SEP],,,,,,,,,,,,,,,,,,,,
1099,666,NH,2,13,P51,20,I’m a traveling carpenter.,2,’m,[CLS],I,[MASK],a,traveling,carpenter,.,[SEP],,,,,,,,,,,,,,,,,,
1100,668,NH,2,13,P51,22,I’m looking for work.,2,’m,[CLS],I,[MASK],looking,for,work,.,[SEP],,,,,,,,,,,,,,,,,,
1101,681,NH,2,13,P52,35,She was very surprised.,2,was,[CLS],She,[MASK],very,surprised,.,[SEP],,,,,,,,,,,,,,,,,,,
1102,682,NH,2,13,P52,36,What’s this?,2,’s,[CLS],What,[MASK],this,?,[SEP],,,,,,,,,,,,,,,,,,,,
1103,690,NH,2,13,P53,44,"I’m sorry about the cow, Mary.",2,’m,[CLS],I,[MASK],sorry,about,the,cow,",",Mary,.,[SEP],,,,,,,,,,,,,,,
1104,691,NH,2,13,P53,45,"Please take it back, and be my friend again.",7,be,[CLS],Please,take,it,back,",",and,[MASK],my,friend,again,.,[SEP],,,,,,,,,,,,,
1105,706,NH,2,14,P54,2,You’re a member of the family. ,2,’re,[CLS],You,[MASK],a,member,of,the,family,.,[SEP],,,,,,,,,,,,,,,,
1106,710,NH,2,14,P54,6,Communication is important.,2,is,[CLS],Communication,[MASK],important,.,[SEP],,,,,,,,,,,,,,,,,,,,
1107,721,NH,2,14,P58,17,Everyone in my host family is kind to me.,6,is,[CLS],Everyone,in,my,host,family,[MASK],kind,to,me,.,[SEP],,,,,,,,,,,,,,
1108,726,NH,2,14,P58,22,"Say, I’m sorry.",4,’m,[CLS],Say,",",I,[MASK],sorry,.,[SEP],,,,,,,,,,,,,,,,,,
1109,733,NH,2,14,P60,29,I’m sad.  ,2,’m,[CLS],I,[MASK],sad,.,[SEP],,,,,,,,,,,,,,,,,,,,
1110,734,NH,2,14,P60,30,My host family is very busy.,4,is,[CLS],My,host,family,[MASK],very,busy,.,[SEP],,,,,,,,,,,,,,,,,
1111,741,NH,2,14,P60,37,They’re kind and interesting.,2,’re,[CLS],They,[MASK],kind,and,interesting,.,[SEP],,,,,,,,,,,,,,,,,,
1112,744,NH,2,14,P60,40,You’re right.  ,2,’re,[CLS],You,[MASK],right,.,[SEP],,,,,,,,,,,,,,,,,,,,
1113,748,NH,2,14,P60,44,"Actually, they’re very friendly.",4,’re,[CLS],Actually,",",they,[MASK],very,friendly,.,[SEP],,,,,,,,,,,,,,,,,
1114,752,NH,2,15,P64,3,This is Meg.,2,is,[CLS],This,[MASK],Meg.,[SEP],,,,,,,,,,,,,,,,,,,,,
1115,757,NH,2,15,P64,8,What’s up?,2,’s,[CLS],What,[MASK],up,?,[SEP],,,,,,,,,,,,,,,,,,,,
1116,758,NH,2,15,P64,9,"It’s warm and sunny today, so I’m going to ride my bike to the park.",2,’s,[CLS],It,[MASK],warm,and,sunny,today,",",so,I,’m,going,to,ride,my,bike,to,the,park,.,[SEP],,,,,
1117,760,NH,2,15,P64,11,"I’m sorry, but I can’t.",2,’m,[CLS],I,[MASK],sorry,",",but,I,ca,n’t,.,[SEP],,,,,,,,,,,,,,,
1118,765,NH,2,16,P68,2,These are universal design products.,2,are,[CLS],These,[MASK],universal,design,products,.,[SEP],,,,,,,,,,,,,,,,,,
1119,767,NH,2,16,P68,4,"If you are interested, we will send you a catalog.",3,are,[CLS],If,you,[MASK],interested,",",we,will,send,you,a,catalog,.,[SEP],,,,,,,,,,,,
1120,768,NH,2,16,P68,5,Our phone number is 5390-7416.,4,is,[CLS],Our,phone,number,[MASK],5390-7416,.,[SEP],,,,,,,,,,,,,,,,,,
1121,774,NH,2,16,P70,11,It’s a universal design.,2,’s,[CLS],It,[MASK],a,universal,design,.,[SEP],,,,,,,,,,,,,,,,,,
1122,775,NH,2,16,P70,12,What’s a universal design?,2,’s,[CLS],What,[MASK],a,universal,design,?,[SEP],,,,,,,,,,,,,,,,,,
1123,776,NH,2,16,P70,13,It’s a design for everyone.,2,’s,[CLS],It,[MASK],a,design,for,everyone,.,[SEP],,,,,,,,,,,,,,,,,
1124,777,NH,2,16,P70,14,I think universal designs are great.,5,are,[CLS],I,think,universal,designs,[MASK],great,.,[SEP],,,,,,,,,,,,,,,,,
1125,781,NH,2,16,P72,18,"I tried to get on a bus, but it was difficult.",11,was,[CLS],I,tried,to,get,on,a,bus,",",but,it,[MASK],difficult,.,[SEP],,,,,,,,,,,
1126,782,NH,2,16,P72,19,The bus door was wide.,4,was,[CLS],The,bus,door,[MASK],wide,.,[SEP],,,,,,,,,,,,,,,,,,
1127,783,NH,2,16,P72,20,"Even so, it was very hard.",5,was,[CLS],Even,so,",",it,[MASK],very,hard,.,[SEP],,,,,,,,,,,,,,,,
1128,787,NH,2,16,P74,24,Universal design products are all around us.,4,are,[CLS],Universal,design,products,[MASK],all,around,us,.,[SEP],,,,,,,,,,,,,,,,
1129,792,NH,2,16,P74,29,"If you’re in a wheelchair, or pushing a stroller, you can use the ramp.",3,’re,[CLS],If,you,[MASK],in,a,wheelchair,",",or,pushing,a,stroller,",",you,can,use,the,ramp,.,[SEP],,,,,,
1130,794,NH,2,16,P74,31,I think it’s great because the products are useful for everyone.,4,’s,[CLS],I,think,it,[MASK],great,because,the,products,are,useful,for,everyone,.,[SEP],,,,,,,,,,,
1131,808,NH,2,17,P78,14,You’re welcome.,2,’re,[CLS],You,[MASK],welcome,.,[SEP],,,,,,,,,,,,,,,,,,,,
1132,810,NH,2,18,P80,2,There is a single cushion on the stage.,2,is,[CLS],There,[MASK],a,single,cushion,on,the,stage,.,[SEP],,,,,,,,,,,,,,,
1133,811,NH,2,18,P80,3,There are many seats for the audience.,2,are,[CLS],There,[MASK],many,seats,for,the,audience,.,[SEP],,,,,,,,,,,,,,,,
1134,818,NH,2,18,P82,10,What is rakugo like?,2,is,[CLS],What,[MASK],rakugo,like,?,[SEP],,,,,,,,,,,,,,,,,,,
1135,821,NH,2,18,P82,13,Is there a special stage set?,1,Is,[CLS],[MASK],there,a,special,stage,set,?,[SEP],,,,,,,,,,,,,,,,,
1136,822,NH,2,18,P82,14,"Yes, there is.",4,is,[CLS],Yes,",",there,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,
1137,823,NH,2,18,P82,15,But it’s simple.,3,’s,[CLS],But,it,[MASK],simple,.,[SEP],,,,,,,,,,,,,,,,,,,
1138,824,NH,2,18,P82,16,There’s only a cushion.,2,’s,[CLS],There,[MASK],only,a,cushion,.,[SEP],,,,,,,,,,,,,,,,,,
1139,825,NH,2,18,P82,17,Are there any props?,1,Are,[CLS],[MASK],there,any,props,?,[SEP],,,,,,,,,,,,,,,,,,,
1140,826,NH,2,18,P82,18,"Yes, there are.",4,are,[CLS],Yes,",",there,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,
1141,829,NH,2,18,P84,21,"These days, rakugo is spreading to other countries.",5,is,[CLS],These,days,",",rakugo,[MASK],spreading,to,other,countries,.,[SEP],,,,,,,,,,,,,,
1142,830,NH,2,18,P84,22,"Their cultures are different, so rakugo performers change parts of the stories.",3,are,[CLS],Their,cultures,[MASK],different,",",so,rakugo,performers,change,parts,of,the,stories,.,[SEP],,,,,,,,,,
1143,832,NH,2,18,P84,24,Laughter is a strong bridge.,2,is,[CLS],Laughter,[MASK],a,strong,bridge,.,[SEP],,,,,,,,,,,,,,,,,,
1144,833,NH,2,18,P84,25,Some doctors think that laughter is also good for our health.,6,is,[CLS],Some,doctors,think,that,laughter,[MASK],also,good,for,our,health,.,[SEP],,,,,,,,,,,,
1145,837,NH,2,18,P86,29,"In a cafeteria, three classmates are talking about scary things.",7,are,[CLS],In,a,cafeteria,",",three,classmates,[MASK],talking,about,scary,things,.,[SEP],,,,,,,,,,,,
1146,838,NH,2,18,P86,30,I’m scared of snakes.,2,’m,[CLS],I,[MASK],scared,of,snakes,.,[SEP],,,,,,,,,,,,,,,,,,
1147,839,NH,2,18,P86,31,"Well, I’m scared of tests.",4,’m,[CLS],Well,",",I,[MASK],scared,of,tests,.,[SEP],,,,,,,,,,,,,,,,
1148,842,NH,2,18,P86,33,I’m scared of… donuts.,2,’m,[CLS],I,[MASK],scared,of,…,donuts,.,[SEP],,,,,,,,,,,,,,,,,
1149,845,NH,2,18,P86,36,That’s interesting.,2,’s,[CLS],That,[MASK],interesting,.,[SEP],,,,,,,,,,,,,,,,,,,,
1150,847,NH,2,18,P86,38,"Here are your donuts, Mark!",2,are,[CLS],Here,[MASK],your,donuts,",",Mark,!,[SEP],,,,,,,,,,,,,,,,,
1151,850,NH,2,18,P86,41,"Hey, you said you’re scared of donuts!",6,’re,[CLS],Hey,",",you,said,you,[MASK],scared,of,donuts,!,[SEP],,,,,,,,,,,,,,
1152,852,NH,2,18,P86,42,Seeing donuts is really scary.,3,is,[CLS],Seeing,donuts,[MASK],really,scary,.,[SEP],,,,,,,,,,,,,,,,,,
1153,853,NH,2,18,P86,43,So I’m eating them.,3,’m,[CLS],So,I,[MASK],eating,them,.,[SEP],,,,,,,,,,,,,,,,,,
1154,855,NH,2,18,P86,45,"I’m scared of milk, too.",2,’m,[CLS],I,[MASK],scared,of,milk,",",too,.,[SEP],,,,,,,,,,,,,,,,
1155,863,NH,2,19,P91,8,Birds are singing,2,are,[CLS],Birds,[MASK],singing,[SEP],,,,,,,,,,,,,,,,,,,,,
1156,867,NH,2,20,P92,2,Kyushu is in the southwest of Japan.  ,2,is,[CLS],Kyushu,[MASK],in,the,southwest,of,Japan,.,[SEP],,,,,,,,,,,,,,,,
1157,868,NH,2,20,P92,3,My city is famous for Kumamoto Castle.  ,3,is,[CLS],My,city,[MASK],famous,for,Kumamoto,Castle,.,[SEP],,,,,,,,,,,,,,,,
1158,869,NH,2,20,P92,4,Its main palace is popular.  ,4,is,[CLS],Its,main,palace,[MASK],popular,.,[SEP],,,,,,,,,,,,,,,,,,
1159,870,NH,2,20,P92,5,"There are beautiful rooms, a great kitchen, a simple tea room, and so on.  ",2,are,[CLS],There,[MASK],beautiful,rooms,",",a,great,kitchen,",",a,simple,tea,room,",",and,so,on,.,[SEP],,,,,,
1160,873,NH,2,21,P94,2,I’m Wang Meiling.,2,’m,[CLS],I,[MASK],Wang,Meiling,.,[SEP],,,,,,,,,,,,,,,,,,,
1161,875,NH,2,21,P94,4,"This is my town in Fujian, China.",2,is,[CLS],This,[MASK],my,town,in,Fujian,",",China,.,[SEP],,,,,,,,,,,,,,,
1162,880,NH,2,21,P94,9,It’s huge.,2,’s,[CLS],It,[MASK],huge,.,[SEP],,,,,,,,,,,,,,,,,,,,
1163,881,NH,2,21,P94,10,There are about 350 rooms.,2,are,[CLS],There,[MASK],about,350,rooms,.,[SEP],,,,,,,,,,,,,,,,,,
1164,884,NH,2,21,P94,13,"There are kitchens on the first floor, and food storage rooms on the second floor.",2,are,[CLS],There,[MASK],kitchens,on,the,first,floor,",",and,food,storage,rooms,on,the,second,floor,.,[SEP],,,,,,,
1165,885,NH,2,21,P94,14,There are living rooms and bedrooms on the third and fourth floors.,2,are,[CLS],There,[MASK],living,rooms,and,bedrooms,on,the,third,and,fourth,floors,.,[SEP],,,,,,,,,,,
1166,886,NH,2,21,P94,15,"If we are hungry, we have to go downstairs.",3,are,[CLS],If,we,[MASK],hungry,",",we,have,to,go,downstairs,.,[SEP],,,,,,,,,,,,,
1167,887,NH,2,21,P94,16,I like my house and town because living together with a big family is fun.,14,is,[CLS],I,like,my,house,and,town,because,living,together,with,a,big,family,[MASK],fun,.,[SEP],,,,,,,,
1168,892,NH,2,22,P96,4,The sun was bright in the blue sky above him.,3,was,[CLS],The,sun,[MASK],bright,in,the,blue,sky,above,him,.,[SEP],,,,,,,,,,,,,
1169,893,NH,2,22,P96,5,But the boy could not see it because he was blind.,10,was,[CLS],But,the,boy,could,not,see,it,because,he,[MASK],blind,.,[SEP],,,,,,,,,,,,
1170,894,NH,2,22,P96,6,The boy was born in 1952 in Okinawa.,3,was,[CLS],The,boy,[MASK],born,in,1952,in,Okinawa,.,[SEP],,,,,,,,,,,,,,,
1171,895,NH,2,22,P96,7,His father was Mexican-American and his mother was Japanese.,3,was,[CLS],His,father,[MASK],Mexican,-,American,and,his,mother,was,Japanese,.,[SEP],,,,,,,,,,,,
1172,896,NH,2,22,P96,8,Both of them left home when he was a baby.,8,was,[CLS],Both,of,them,left,home,when,he,[MASK],a,baby,.,[SEP],,,,,,,,,,,,,
1173,898,NH,2,22,P97,10,The boy’s name was Aragaki Tsutomu.,5,was,[CLS],The,boy,’s,name,[MASK],Aragaki,Tsutomu,.,[SEP],,,,,,,,,,,,,,,,
1174,901,NH,2,22,P97,13,He was interested in them.,2,was,[CLS],He,[MASK],interested,in,them,.,[SEP],,,,,,,,,,,,,,,,,,
1175,906,NH,2,22,P97,18,"When Tsutomu stopped talking, he found that the minister was crying.",11,was,[CLS],When,Tsutomu,stopped,talking,",",he,found,that,the,minister,[MASK],crying,.,[SEP],,,,,,,,,,,
